video_id,sen_id,caption
video1562,27857,women discuss a skincare product
video1563,126366,a display of pictures of a young family with 2 children together
video1564,2590,multiple guys are talking while their are cartoons being shown on the screen
video1565,86536,photos of dogs head juxtaposed onto human bodies
video1566,7696,three guys talking about a show
video1567,112734,water rushes hard down a river past the rocks
video1568,73497,people are moving in street
video1569,63482,a computer game character is standing
video157,92023,a man punches two other men
video1570,73664,a miniature library is being filmed
video1571,113999,a video slideshow narrated by a person on his webcam
video1572,55118,someone riding on a skate board
video1573,96018,a man on stage giving a performance for an audience
video1574,6359,an animated little girl is rhyming
video1575,27210,news reader reading sports news
video1576,52180,a news report interviewing a woman
video1577,119767,a man is walking across a television surface on the floor
video1578,125249,a woman wearing green cracks eggs into a bowl as she makes breakfast
video1579,48775,women at a clothing store
video158,35542,a football playing talking to the news
video1580,32028,a man is talking about car electronics
video1581,39047,a woman is showing how to prepare a recipe
video1582,61579,people are wrestling on a court
video1583,73544,a man is walking through the crowd
video1584,104895,a person is stirring a pot of food and then there is a dish full of 9 bowls of different food on a table
video1585,80923,a referee in a football game initiates play
video1586,5096,group of guys singing on stage
video1587,120290,a man is telling some thing about a tire
video1588,15307,a kid talks about minecraft then a lego short is shown
video1589,136279,a red and black color dress players playing game table tennis inside  a stadium audience watching displaying on screen
video159,43506,an animal has a strong grip on the animal trainer s shoulder and back
video1590,74801,a cartoon video clip from one cartoon series
video1591,68488,a person  at a table with a apron on demostrating food or selling it
video1592,111307,a dog owner questioning a guilty brown dog about a crumpled piece of paper
video1593,80449,a woman is pouring some oil
video1594,2472,a woman is singing and a couple is hugging
video1595,121269,a view from a car of a railroad line
video1596,115390,the little boy in the yellow shirt play with the toy in the box
video1597,74191,an ice cream truck drives dangerously in a video game
video1598,103659,some shapes in a room are being shown
video1599,39673,pictures of people doing heroine
video16,111133,a phoen is plugged into a screen to show data usage
video160,74276,little girls are speaking in cartoons
video1600,4502,a child is laying on a carpet
video1601,38671,a woman speaks another woman in a room
video1602,109187,a black car is enter in between the crowd
video1603,99751,women walk down a catwalk presenting fashions at a fashion show
video1604,120634,leonardo dicaprio and daniel day-lewis are starring in the movie gangs of new york
video1605,19396,the girls sing a song
video1606,20918,cartoons are dancing around and singing
video1607,69908,a girl sitting in her bed knocking on the wall
video1608,99737,two men one in yellow shirt and one in red shirt playing ping pong
video1609,1619,a man is climbing down a large hole
video161,11097,a boat full of people fighting
video1610,55147,a man walking by a tree talking on a phone
video1611,106884,a lady is talking about a chipotle honey sauce she is making shrimp to go along with it
video1612,133122,an insect and monkey is looking
video1613,4612,some deer s are running and a bird is flying in forest
video1614,39943,a person preparing a meal of food
video1615,15512,childrens watching insects in a soil
video1616,9363,a guy dancing by himself
video1617,58572,two men are discussing a recipe
video1618,64668,a person plays with two cat dolls
video1619,91856,women apply sunscreen to children
video162,40282,a girl is singing on stage
video1620,80055,some people are standing on a street
video1621,45278,the news exposes a story
video1622,53428,a video of someone playing guitar hero
video1623,17372,people play basketball
video1624,94023,a man trying to solve a rubrics cube
video1625,125283,a woman in a red top is standing by a pony
video1626,18001,a basketball player is signing things for fans
video1627,127284,there is a woman work outs in a room
video1628,2511,two competitors in a boxing
video1629,2834,three chocolate and 3 light colored cupcakes on a plate and the three people who made them
video163,21272,the beatles performing in front of an audience
video1630,72667,an army fighting and shooting
video1631,124880,a boy in black cap talking about the beauty of the seashore and wooden boats in the sea with city skyline visible in the back
